source_index,source_wav,source_x,source_y,source_z,radius,angle_rad,yaw_deg,theta,angle_relative_to_head,mic_L_x,mic_L_y,mic_L_z,mic_R_x,mic_R_y,mic_R_z,mic_C_x,mic_C_y,mic_C_z,mic_T_x,mic_T_y,mic_T_z,angle_mic_L,angle_mic_R,angle_mic_C,angle_mic_T
909,32-21625-0009.wav,6.43301270189222,6.25,0.1941,0.5,0.5235987755982988,59.99999999999999,1.0471975511965976,-2.0943951023931953,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.7952923365939384,-0.505538887909553,-2.0943951023931953,-2.5355288438970285
910,32-21625-0009.wav,6.25,6.43301270189222,0.1941,0.5,1.0471975511965976,-59.99999999999999,-1.0471975511965976,0.5235987755982989,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.926366027414887,0.10135503696873473,0.5235987755982989,-0.37238392293072065
911,32-21625-0009.wav,6.25,6.43301270189222,0.1941,0.5,1.0471975511965976,-29.999999999999996,-0.5235987755982988,0.0,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-3.017954954714866,-0.050538049225292814,0.0,-0.8959826985290195
912,32-21625-0009.wav,6.25,6.43301270189222,0.1941,0.5,1.0471975511965976,0.0,0.0,-0.5235987755982987,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.7228572469547028,-0.20416547980208424,-0.5235987755982987,-1.4195814741273183
913,32-21625-0009.wav,6.25,6.43301270189222,0.1941,0.5,1.0471975511965976,29.999999999999996,0.5235987755982988,-1.0471975511965974,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.6360537656802396,-0.3463003169958541,-1.0471975511965974,-1.943180249725617
914,32-21625-0009.wav,6.25,6.43301270189222,0.1941,0.5,1.0471975511965976,59.99999999999999,1.0471975511965976,-1.5707963267948961,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.6832862601493703,-0.45830639344042196,-1.5707963267948961,-2.4667790253239157
915,32-21625-0009.wav,6.0,6.5,0.1941,0.5,1.5707963267948966,-59.99999999999999,-1.0471975511965976,1.0471975511965974,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.7860440597545564,0.23750352665148838,1.0471975511965974,-0.3330166482262913
916,32-21625-0009.wav,6.0,6.5,0.1941,0.5,1.5707963267948966,-29.999999999999996,-0.5235987755982988,0.5235987755982987,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.9263660274148866,0.10135503696873419,0.5235987755982987,-0.8566154238245902
917,32-21625-0009.wav,6.0,6.5,0.1941,0.5,1.5707963267948966,0.0,0.0,0.0,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-3.0179549547148654,-0.05053804922529248,0.0,-1.380214199422889
918,32-21625-0009.wav,6.0,6.5,0.1941,0.5,1.5707963267948966,29.999999999999996,0.5235987755982988,-0.5235987755982987,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.7228572469547023,-0.20416547980208402,-0.5235987755982987,-1.9038129750211876
919,32-21625-0009.wav,6.0,6.5,0.1941,0.5,1.5707963267948966,59.99999999999999,1.0471975511965976,-1.0471975511965974,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.63605376568024,-0.34630031699585434,-1.0471975511965974,-2.4274117506194863
920,32-21625-0009.wav,5.75,6.43301270189222,0.1941,0.5,2.0943951023931953,-59.99999999999999,-1.0471975511965976,1.5707963267948963,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.805323378116637,0.3362692754731561,1.5707963267948963,-0.3407503347804422
921,32-21625-0009.wav,5.75,6.43301270189222,0.1941,0.5,2.0943951023931953,-29.999999999999996,-0.5235987755982988,1.0471975511965974,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.7860440597545555,0.237503526651488,1.0471975511965974,-0.8643491103787411
922,32-21625-0009.wav,5.75,6.43301270189222,0.1941,0.5,2.0943951023931953,0.0,0.0,0.5235987755982987,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.926366027414887,0.10135503696873441,0.5235987755982987,-1.3879478859770398
923,32-21625-0009.wav,5.75,6.43301270189222,0.1941,0.5,2.0943951023931953,29.999999999999996,0.5235987755982988,0.0,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-3.017954954714864,-0.05053804922529226,0.0,-1.9115466615753385
924,32-21625-0009.wav,5.75,6.43301270189222,0.1941,0.5,2.0943951023931953,59.99999999999999,1.0471975511965976,-0.5235987755982987,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.722857246954702,-0.20416547980208447,-0.5235987755982987,-2.435145437173637
925,32-21625-0009.wav,5.566987298107781,6.25,0.1941,0.5,2.617993877991494,-59.99999999999999,-1.0471975511965976,2.094395102393195,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.904089126938305,0.35554859383523674,2.094395102393195,-0.40830128687239636
926,32-21625-0009.wav,5.566987298107781,6.25,0.1941,0.5,2.617993877991494,-29.999999999999996,-0.5235987755982988,1.5707963267948957,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.805323378116637,0.3362692754731551,1.5707963267948957,-0.9319000624706953
927,32-21625-0009.wav,5.566987298107781,6.25,0.1941,0.5,2.617993877991494,0.0,0.0,1.047197551196597,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.786044059754557,0.237503526651488,1.047197551196597,-1.455498838068994
928,32-21625-0009.wav,5.566987298107781,6.25,0.1941,0.5,2.617993877991494,29.999999999999996,0.5235987755982988,0.5235987755982983,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.9263660274148884,0.10135503696873419,0.5235987755982983,-1.9790976136672926
929,32-21625-0009.wav,5.566987298107781,6.25,0.1941,0.5,2.617993877991494,59.99999999999999,1.0471975511965976,-4.440892098500626e-16,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-3.017954954714865,-0.0505380492252927,-4.440892098500626e-16,-2.502696389265591
930,32-21625-0009.wav,5.5,6.0,0.1941,0.5,3.141592653589793,-59.99999999999999,-1.0471975511965976,2.617993877991494,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,3.0402376166210585,0.21522662617490634,2.617993877991494,-0.5235987755982989
931,32-21625-0009.wav,5.5,6.0,0.1941,0.5,3.141592653589793,-29.999999999999996,-0.5235987755982988,2.0943951023931953,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.9040891269383047,0.35554859383523657,2.0943951023931953,-1.0471975511965979
932,32-21625-0009.wav,5.5,6.0,0.1941,0.5,3.141592653589793,0.0,0.0,1.5707963267948966,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.805323378116637,0.33626927547315605,1.5707963267948966,-1.5707963267948966
933,32-21625-0009.wav,5.5,6.0,0.1941,0.5,3.141592653589793,29.999999999999996,0.5235987755982988,1.0471975511965979,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.7860440597545564,0.23750352665148844,1.0471975511965979,-2.0943951023931953
934,32-21625-0009.wav,5.5,6.0,0.1941,0.5,3.141592653589793,59.99999999999999,1.0471975511965976,0.5235987755982991,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.926366027414887,0.10135503696873463,0.5235987755982991,-2.617993877991494
935,32-21625-0009.wav,5.56698729810778,5.75,0.1941,0.5,3.665191429188092,-59.99999999999999,-1.0471975511965976,-3.141592653589793,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-3.0910546043645004,-0.12363769887492757,-3.141592653589793,-0.6388962643242014
936,32-21625-0009.wav,5.56698729810778,5.75,0.1941,0.5,3.665191429188092,-29.999999999999996,-0.5235987755982988,2.617993877991494,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,3.040237616621058,0.21522662617490584,2.617993877991494,-1.1624950399225003
937,32-21625-0009.wav,5.56698729810778,5.75,0.1941,0.5,3.665191429188092,0.0,0.0,2.094395102393195,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.9040891269383047,0.3555485938352373,2.094395102393195,-1.6860938155207992
938,32-21625-0009.wav,5.56698729810778,5.75,0.1941,0.5,3.665191429188092,29.999999999999996,0.5235987755982988,1.5707963267948968,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.805323378116637,0.3362692754731565,1.5707963267948968,-2.209692591119098
939,32-21625-0009.wav,5.56698729810778,5.75,0.1941,0.5,3.665191429188092,59.99999999999999,1.0471975511965976,1.0471975511965985,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.786044059754556,0.23750352665148844,1.0471975511965985,-2.733291366717397
940,32-21625-0009.wav,5.75,5.566987298107781,0.1941,0.5,4.1887902047863905,-59.99999999999999,-1.0471975511965976,-2.617993877991495,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.937427173787709,-0.4187354066350899,-2.617993877991495,-0.7064472164161555
941,32-21625-0009.wav,5.75,5.566987298107781,0.1941,0.5,4.1887902047863905,-29.999999999999996,-0.5235987755982988,3.1415926535897922,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-3.091054604364501,-0.12363769887492794,3.1415926535897922,-1.2300459920144542
942,32-21625-0009.wav,5.75,5.566987298107781,0.1941,0.5,4.1887902047863905,0.0,0.0,2.6179938779914935,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,3.0402376166210585,0.2152266261749061,2.6179938779914935,-1.7536447676127531
943,32-21625-0009.wav,5.75,5.566987298107781,0.1941,0.5,4.1887902047863905,29.999999999999996,0.5235987755982988,2.094395102393195,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.904089126938305,0.35554859383523685,2.094395102393195,-2.2772435432110516
944,32-21625-0009.wav,5.75,5.566987298107781,0.1941,0.5,4.1887902047863905,59.99999999999999,1.0471975511965976,1.5707963267948968,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.8053233781166376,0.3362692754731556,1.5707963267948968,-2.8008423188093503
945,32-21625-0009.wav,6.0,5.5,0.1941,0.5,4.71238898038469,-59.99999999999999,-1.0471975511965976,-2.0943951023931957,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.7952923365939384,-0.505538887909553,-2.0943951023931957,-0.7141809029703065
946,32-21625-0009.wav,6.0,5.5,0.1941,0.5,4.71238898038469,-29.999999999999996,-0.5235987755982988,-2.6179938779914944,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.937427173787709,-0.41873540663509107,-2.6179938779914944,-1.2377796785686055
947,32-21625-0009.wav,6.0,5.5,0.1941,0.5,4.71238898038469,0.0,0.0,-3.141592653589793,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-3.0910546043645004,-0.12363769887492775,-3.141592653589793,-1.7613784541669042
948,32-21625-0009.wav,6.0,5.5,0.1941,0.5,4.71238898038469,29.999999999999996,0.5235987755982988,2.6179938779914944,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,3.040237616621059,0.21522662617490654,2.6179938779914944,-2.284977229765203
949,32-21625-0009.wav,6.0,5.5,0.1941,0.5,4.71238898038469,59.99999999999999,1.0471975511965976,2.0943951023931957,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.904089126938305,0.35554859383523685,2.0943951023931957,-2.8085760053635016
950,32-21625-0009.wav,6.25,5.56698729810778,0.1941,0.5,5.235987755982988,-59.99999999999999,-1.0471975511965976,-1.5707963267948968,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.683286260149371,-0.4583063934404222,-1.5707963267948968,-0.6748136282658771
951,32-21625-0009.wav,6.25,5.56698729810778,0.1941,0.5,5.235987755982988,-29.999999999999996,-0.5235987755982988,-2.0943951023931957,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.7952923365939393,-0.5055388879095536,-2.0943951023931957,-1.198412403864176
952,32-21625-0009.wav,6.25,5.56698729810778,0.1941,0.5,5.235987755982988,0.0,0.0,-2.6179938779914944,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.937427173787709,-0.4187354066350904,-2.6179938779914944,-1.7220111794624748
953,32-21625-0009.wav,6.25,5.56698729810778,0.1941,0.5,5.235987755982988,29.999999999999996,0.5235987755982988,-3.141592653589793,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-3.0910546043645004,-0.12363769887492729,-3.141592653589793,-2.2456099550607735
954,32-21625-0009.wav,6.25,5.56698729810778,0.1941,0.5,5.235987755982988,59.99999999999999,1.0471975511965976,2.6179938779914944,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,3.0402376166210585,0.21522662617490654,2.6179938779914944,-2.7692087306590722
955,32-21625-0009.wav,6.433012701892219,5.75,0.1941,0.5,5.759586531581287,-59.99999999999999,-1.0471975511965976,-1.0471975511965983,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.6360537656802405,-0.34630031699585434,-1.0471975511965983,-0.6060638096927645
956,32-21625-0009.wav,6.433012701892219,5.75,0.1941,0.5,5.759586531581287,-29.999999999999996,-0.5235987755982988,-1.5707963267948974,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.683286260149372,-0.45830639344042196,-1.5707963267948974,-1.1296625852910633
957,32-21625-0009.wav,6.433012701892219,5.75,0.1941,0.5,5.759586531581287,0.0,0.0,-2.094395102393196,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.7952923365939393,-0.5055388879095521,-2.094395102393196,-1.6532613608893623
958,32-21625-0009.wav,6.433012701892219,5.75,0.1941,0.5,5.759586531581287,29.999999999999996,0.5235987755982988,-2.617993877991495,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.9374271737877087,-0.41873540663508974,-2.617993877991495,-2.1768601364876607
959,32-21625-0009.wav,6.433012701892219,5.75,0.1941,0.5,5.759586531581287,59.99999999999999,1.0471975511965976,3.1415926535897927,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-3.0910546043645004,-0.12363769887492729,3.1415926535897927,-2.70045891208596
960,32-21625-0009.wav,7.0,6.0,0.1941,1.0,0.0,-59.99999999999999,-1.0471975511965976,-0.5235987755982989,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.071616701885715,-0.27780081632753856,-0.5235987755982989,-0.5235987755982989
961,32-21625-0009.wav,7.0,6.0,0.1941,1.0,0.0,-29.999999999999996,-0.5235987755982988,-1.0471975511965979,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.195819501103612,-0.5136162787751642,-1.0471975511965979,-1.0471975511965979
962,32-21625-0009.wav,7.0,6.0,0.1941,1.0,0.0,0.0,0.0,-1.5707963267948966,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.400669259060387,-0.7409233945294061,-1.5707963267948966,-1.5707963267948966
963,32-21625-0009.wav,7.0,6.0,0.1941,1.0,0.0,29.999999999999996,0.5235987755982988,-2.0943951023931953,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.627976374814629,-0.945773152486181,-2.0943951023931953,-2.0943951023931953
964,32-21625-0009.wav,7.0,6.0,0.1941,1.0,0.0,59.99999999999999,1.0471975511965976,-2.617993877991494,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.863791837262254,-1.0699759517040777,-2.617993877991494,-2.617993877991494
965,32-21625-0009.wav,6.866025403784438,6.5,0.1941,1.0,0.5235987755982988,-59.99999999999999,-1.0471975511965976,1.1102230246251565e-16,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.7124216639897796,-0.03899412803632023,1.1102230246251565e-16,-0.37999048306622135
966,32-21625-0009.wav,6.866025403784438,6.5,0.1941,1.0,0.5235987755982988,-29.999999999999996,-0.5235987755982988,-0.5235987755982988,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.0716167018857155,-0.2778008163275387,-0.5235987755982988,-0.9035892586645203
967,32-21625-0009.wav,6.866025403784438,6.5,0.1941,1.0,0.5235987755982988,0.0,0.0,-1.0471975511965974,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.195819501103612,-0.5136162787751637,-1.0471975511965974,-1.427188034262819
968,32-21625-0009.wav,6.866025403784438,6.5,0.1941,1.0,0.5235987755982988,29.999999999999996,0.5235987755982988,-1.5707963267948961,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.4006692590603866,-0.7409233945294059,-1.5707963267948961,-1.9507868098611176
969,32-21625-0009.wav,6.866025403784438,6.5,0.1941,1.0,0.5235987755982988,59.99999999999999,1.0471975511965976,-2.094395102393195,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.627976374814629,-0.9457731524861808,-2.094395102393195,-2.4743855854594163
970,32-21625-0009.wav,6.5,6.866025403784438,0.1941,1.0,1.0471975511965976,-59.99999999999999,-1.0471975511965976,0.5235987755982985,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.228571074073876,0.19936942051170872,0.5235987755982985,-0.2504852782180135
971,32-21625-0009.wav,6.5,6.866025403784438,0.1941,1.0,1.0471975511965976,-29.999999999999996,-0.5235987755982988,-4.440892098500626e-16,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.7124216639897805,-0.03899412803632084,-4.440892098500626e-16,-0.7740840538163124
972,32-21625-0009.wav,6.5,6.866025403784438,0.1941,1.0,1.0471975511965976,0.0,0.0,-0.5235987755982991,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.0716167018857163,-0.2778008163275385,-0.5235987755982991,-1.2976828294146112
973,32-21625-0009.wav,6.5,6.866025403784438,0.1941,1.0,1.0471975511965976,29.999999999999996,0.5235987755982988,-1.0471975511965979,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.1958195011036117,-0.5136162787751639,-1.0471975511965979,-1.82128160501291
974,32-21625-0009.wav,6.5,6.866025403784438,0.1941,1.0,1.0471975511965976,59.99999999999999,1.0471975511965976,-1.5707963267948966,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.4006692590603866,-0.7409233945294059,-1.5707963267948966,-2.3448803806112086
975,32-21625-0009.wav,6.0,7.0,0.1941,1.0,1.5707963267948966,-59.99999999999999,-1.0471975511965976,1.0471975511965974,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.2919901905702638,0.433573994643867,1.0471975511965974,-0.15535237182171502
976,32-21625-0009.wav,6.0,7.0,0.1941,1.0,1.5707963267948966,-29.999999999999996,-0.5235987755982988,0.5235987755982987,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.2285710740738747,0.1993694205117085,0.5235987755982987,-0.6789511474200136
977,32-21625-0009.wav,6.0,7.0,0.1941,1.0,1.5707963267948966,0.0,0.0,0.0,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.7124216639897814,-0.03899412803632017,0.0,-1.2025499230183123
978,32-21625-0009.wav,6.0,7.0,0.1941,1.0,1.5707963267948966,29.999999999999996,0.5235987755982988,-0.5235987755982987,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.071616701885715,-0.2778008163275385,-0.5235987755982987,-1.7261486986166112
979,32-21625-0009.wav,6.0,7.0,0.1941,1.0,1.5707963267948966,59.99999999999999,1.0471975511965976,-1.0471975511965974,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.1958195011036117,-0.5136162787751637,-1.0471975511965974,-2.24974747421491
980,32-21625-0009.wav,5.5,6.866025403784438,0.1941,1.0,2.0943951023931953,-59.99999999999999,-1.0471975511965976,1.5707963267948968,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.484794065670667,0.6567985879191264,1.5707963267948968,-0.13105685255477026
981,32-21625-0009.wav,5.5,6.866025403784438,0.1941,1.0,2.0943951023931953,-29.999999999999996,-0.5235987755982988,1.0471975511965979,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.2919901905702638,0.4335739946438667,1.0471975511965979,-0.654655628153069
982,32-21625-0009.wav,5.5,6.866025403784438,0.1941,1.0,2.0943951023931953,0.0,0.0,0.5235987755982991,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.2285710740738764,0.19936942051170894,0.5235987755982991,-1.1782544037513678
983,32-21625-0009.wav,5.5,6.866025403784438,0.1941,1.0,2.0943951023931953,29.999999999999996,0.5235987755982988,4.440892098500626e-16,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.7124216639897796,-0.03899412803631996,4.440892098500626e-16,-1.7018531793496665
984,32-21625-0009.wav,5.5,6.866025403784438,0.1941,1.0,2.0943951023931953,59.99999999999999,1.0471975511965976,-0.5235987755982983,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.071616701885715,-0.27780081632753806,-0.5235987755982983,-2.2254519549479648
985,32-21625-0009.wav,5.133974596215562,6.5,0.1941,1.0,2.617993877991494,-59.99999999999999,-1.0471975511965976,2.094395102393195,6.984802539049857,6.667071966942813,0.3314,4.9298974609501425,5.480671966942813,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.7080186589459263,0.8496024630195294,2.094395102393195,-0.24157957404006292
986,32-21625-0009.wav,5.133974596215562,6.5,0.1941,1.0,2.617993877991494,-29.999999999999996,-0.5235987755982988,1.5707963267948961,6.519328033057187,7.0701025390498575,0.3314,5.332928033057187,5.015197460950143,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.484794065670667,0.656798587919126,1.5707963267948961,-0.7651783496383617
987,32-21625-0009.wav,5.133974596215562,6.5,0.1941,1.0,2.617993877991494,0.0,0.0,1.0471975511965974,5.9147,7.1864,0.3314,5.9147,4.8136,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.2919901905702647,0.4335739946438669,1.0471975511965974,-1.2887771252366607
988,32-21625-0009.wav,5.133974596215562,6.5,0.1941,1.0,2.617993877991494,29.999999999999996,0.5235987755982988,0.5235987755982987,5.332928033057187,6.984802539049857,0.3314,6.519328033057187,4.9298974609501425,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,2.2285710740738764,0.19936942051170894,0.5235987755982987,-1.8123759008349594
989,32-21625-0009.wav,5.133974596215562,6.5,0.1941,1.0,2.617993877991494,59.99999999999999,1.0471975511965976,0.0,4.9298974609501425,6.519328033057187,0.3314,6.984802539049857,5.332928033057187,0.3314,6.0,6.0,0.1941,3.4083,6.0,0.05,-2.71242166398978,-0.038994128036320394,0.0,-2.335974676433258
